hex,flight,reg,type_code,report_type,version,verdict,nac_p,nac_v,nic,sda,sil,failed_paragraphs,emergency,continuity,track_end,altitude,category,altitude_band,unstable,polls_seen,rule_airspace,year_mfr,build_cert
AC-C0EBBD,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 22 snapshot(s), 345 s between sightings; dropout: absent from 3 snapshot(s), 61 s between sightings",,,A2,"10,000 ft to FL180",,109,91.225(d)(2),2008,Type certificated
AC-85C423,,,P28A,adsb_icao,2,pass,10,2,9,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,22,91.225(d)(2),2023,Type certificated
AC-A00EC7,,,E550,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 27 s without a refresh, then reacquired (threshold 20 s)",,,A2,FL180 and above,,158,91.225(d)(2),2024,Type certificated
AC-F46358,,,P28A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,240,91.225(d)(2),2023,Type certificated
AC-3740E8,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,,,,A3,"Below 10,000 ft",,7,91.225(d)(1),2022,Type certificated
AC-CB28F1,,,GA6C,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 16 snapshot(s), 255 s between sightings",,,A3,"Below 10,000 ft",nac_v alternated between 0 and 2 (1 change); sil alternated between 2 and 3 (7 changes),69,91.225(d)(1),2022,Type certificated
AC-3A8766,,,B609,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s)",,,A2,"Below 10,000 ft",,153,no,2020,Not type certificated (experimental)
AC-8AFDC0,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,9,91.225(d)(4),2019,Type certificated
AC-CAB770,,,P28A,adsb_icao,2,pass,10,2,9,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,31,91.225(d)(2),2023,Type certificated
AC-3B85D9,,,EC45,adsb_icao,2,pass,10,2,9,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),35,91.225(d)(2),2012,Type certificated
AC-4676C2,,,E550,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,48,91.225(d)(4),2025,Not type certificated (experimental)
AC-AFD6AB,,,GLEX,adsb_icao,2,pass,11,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 2 snapshot(s), 46 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 13 snapshot(s), 210 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 6 snapshot(s), 104 s between sightings; dropout: absent from 4 snapshot(s), 74 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 16 snapshot(s), 256 s between sightings",,,A3,Surface,nac_p alternated between 0 and 11 (10 changes); nac_v alternated between 0 and 1 (10 changes); nic alternated between 0 and 8 (8 changes); sil alternated between 2 and 3 (10 changes),163,91.225(d)(2),2014,Type certificated
AC-78D9CF,,,BL8,adsr_icao,,pass,9,0,8,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,63,91.225(d)(2),2004,Type certificated
AC-8CFE55,,,H25B,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A0,FL180 and above,sil alternated between 2 and 3 (1 change),120,91.225(d)(4),1987,Type certificated
AC-C0B040,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (1 change),124,91.225(d)(4),2023,Type certificated
AC-5B65DF,,,C172,adsr_icao,,fail,0,0,0,2,0,91.227(c)(1)(i); 91.227(c)(1)(v),,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 75 s between sightings",,,A1,"Below 10,000 ft",nac_p alternated between 0 and 9 (1 change); sil alternated between 0 and 3 (1 change),79,91.225(d)(1),2008,Type certificated
AC-6EF083,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,46,91.225(d)(4),2006,Type certificated
AC-12057E,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,26,91.225(d)(1),2016,Type certificated
AC-3C9203,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 3 snapshot(s), 63 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 9 snapshot(s), 150 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 1 snapshot(s), 31 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (8 changes),197,91.225(d)(1),2024,Type certificated
AC-2F0802,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"Below 10,000 ft",,29,91.225(d)(1),2004,Type certificated
AC-70B11D,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,44,91.225(d)(4),2017,Type certificated
AC-9F230C,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,,,,A3,FL180 and above,,70,91.225(d)(1),2024,Type certificated
AC-4F98D1,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,66,91.225(d)(4),2006,Type certificated
AC-897BD3,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,57,91.225(d)(1),1999,Type certificated
AC-38C7EE,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,48,91.225(d)(4),2000,Type certificated
AC-60822B,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,69,91.225(d)(4),2006,Type certificated
AC-2CC05D,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,78,91.225(d)(1),2017,Type certificated
AC-033079,,,B763,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,71,91.225(d)(4),1992,Type certificated
AC-C07973,,,BE40,adsb_icao,2,pass,10,2,9,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,30,91.225(d)(1),,Type certificated
AC-96BFF9,,,,adsb_icao,2,pass,10,2,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,182,91.225(d)(1),2011,Type certificated
AC-4E8521,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,65,91.225(d)(1),1999,Type certificated
AC-45A2B0,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,79,91.225(d)(1),2005,Type certificated
AC-B551C6,,,FA50,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,83,91.225(d)(4),,Type certificated
AC-3D8950,,,B763,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,66,91.225(d)(4),1992,Type certificated
AC-FEDA40,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,82,91.225(d)(4),2001,Type certificated
AC-022E01,,,A320,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 75 s between sightings",,,A3,"10,000 ft to FL180",,40,91.225(d)(1),2007,Type certificated
AC-B49C74,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 6 snapshot(s), 105 s between sightings; dropout: absent from 14 snapshot(s), 226 s between sightings",,,A3,"10,000 ft to FL180",nac_p alternated between 0 and 10 (2 changes); nic alternated between 0 and 8 (2 changes); sil alternated between 2 and 3 (3 changes),89,91.225(d)(1),2005,Type certificated
AC-7E78B7,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,62,91.225(d)(4),2005,Type certificated
AC-890B6C,,,,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,175,91.225(d)(4),2005,Type certificated
AC-C7C09A,,,B763,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 5 snapshot(s), 89 s between sightings",last position 57 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),123,91.225(d)(2),1993,Type certificated
AC-BBD4E3,,,SR22,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,30,91.225(d)(2),2024,Type certificated
AC-45821C,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"Below 10,000 ft",,63,91.225(d)(1),2003,Type certificated
AC-914052,,,LJ45,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,19,91.225(d)(4),2007,Type certificated
AC-1F6AA5,,,A320,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,212,91.225(d)(4),2000,Type certificated
AC-6DFBB8,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,56,91.225(d)(4),2003,Type certificated
AC-146C0D,,,B764,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 7 snapshot(s), 120 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),108,91.225(d)(2),2002,Type certificated
AC-6B6C0F,,,,adsb_icao,2,pass,10,2,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A2,FL180 and above,,156,91.225(d)(4),2006,Type certificated
AC-752796,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,18,91.225(d)(4),2007,Type certificated
AC-C5DF36,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,32,91.225(d)(4),2004,Type certificated
AC-44AF2D,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: absent from 12 snapshot(s), 195 s between sightings",last position 55 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,47,91.225(d)(1),2025,Type certificated
AC-C49863,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 17 snapshot(s), 270 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),117,91.225(d)(1),2013,Type certificated
AC-AC7CD7,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,68,91.225(d)(4),2004,Type certificated
AC-2D0154,,,B764,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,22,91.225(d)(4),2002,Type certificated
AC-455471,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,58,91.225(d)(1),2004,Type certificated
AC-E88654,,,B763,adsb_icao,2,pass,9,1,8,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A5,"Below 10,000 ft",,96,91.225(d)(2),2000,Type certificated
AC-AFB977,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,FL180 and above,,36,91.225(d)(4),2022,Type certificated
AC-1833C1,,,,adsb_icao,2,pass,10,2,8,3,3,,,,,,A3,FL180 and above,,63,91.225(d)(1),,Type certificated
AC-5D2827,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,40,no,2017,Type certificated
AC-7CCD62,,,E550,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 35 s without a refresh, then reacquired (threshold 20 s)",,,A2,FL180 and above,,129,91.225(d)(1),2024,Type certificated
AC-B12EA6,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,23,91.225(d)(4),2004,Type certificated
AC-87AA27,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,82,91.225(d)(1),2004,Type certificated
AC-F28A68,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,FL180 and above,,52,91.225(d)(2),2019,Type certificated
AC-1E1A45,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,56,91.225(d)(1),2004,Type certificated
AC-9DC5AD,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,23,91.225(d)(4),2004,Type certificated
AC-7733F7,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,157,91.225(d)(4),2014,Type certificated
AC-A6670B,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,sil alternated between 2 and 3 (1 change),54,91.225(d)(1),2004,Type certificated
AC-2DD71D,,,C56X,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,72,91.225(d)(1),2002,Type certificated
AC-691336,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 12 snapshot(s), 195 s between sightings",,,A2,"10,000 ft to FL180",sil alternated between 2 and 3 (1 change),82,91.225(d)(4),2004,Type certificated
AC-9B740B,,,C56X,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,103,91.225(d)(4),2006,Type certificated
AC-44A7B4,,,SF50,adsb_icao,2,pass,10,2,9,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,10,91.225(d)(2),2019,Type certificated
AC-47482C,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,98,91.225(d)(4),2014,Type certificated
AC-13C1EE,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 25 snapshot(s), 390 s between sightings",,,A3,Surface,,11,91.225(d)(1),2014,Type certificated
AC-CC6EF2,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,22,91.225(d)(1),2005,Type certificated
AC-BA033D,,,G280,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,119,91.225(d)(2),,Type certificated
AC-98AA6B,,,A321,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: position went at least 31 s without a refresh, then reacquired (threshold 20 s)",,,A3,Surface,,240,91.225(d)(1),2015,Type certificated
AC-7AEE76,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,101,91.225(d)(4),1998,Type certificated
AC-7F6C3C,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,103,91.225(d)(4),2008,Type certificated
AC-BAECC9,,,CRJ7,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,14,91.225(d)(4),2004,Type certificated
AC-7AFABB,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,53,91.225(d)(1),2004,Type certificated
AC-2072CD,,,SF50,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"10,000 ft to FL180",,22,91.225(d)(2),2025,Type certificated
AC-6C56E0,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,16,91.225(d)(4),2008,Type certificated
AC-EC70EF,,,CRJ7,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,11,91.225(d)(4),2004,Type certificated
AC-62FF88,,,G280,adsb_icao,2,pass,10,1,8,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,14,91.225(d)(1),2016,Type certificated
AC-5F54C0,,,P32R,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,5,91.225(d)(2),1978,Type certificated
AC-747E44,,,C650,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,FL180 and above,,49,91.225(d)(4),1993,Type certificated
AC-EF13B7,,,C56X,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,44,91.225(d)(2),2021,Type certificated
AC-18030B,,,B752,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 15 snapshot(s), 240 s between sightings",,,A4,FL180 and above,sil alternated between 2 and 3 (2 changes),88,91.225(d)(1),1997,Type certificated
AC-3BEB9D,,,CL30,adsb_icao,2,fail,10,0,8,2,3,91.227(c)(1)(ii),,,,,A2,FL180 and above,,112,91.225(d)(4),2007,Type certificated
AC-1A8B8A,,,CRJ7,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,110,91.225(d)(4),2004,Type certificated
AC-BC9F46,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),121,91.225(d)(2),2022,Type certificated
AC-650792,,,CL35,adsb_icao,2,pass,10,1,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A2,FL180 and above,,106,91.225(d)(4),2023,Type certificated
AC-DB5B25,,,H25B,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 99 snapshot(s), 1500 s between sightings",,,A2,"Below 10,000 ft",nic alternated between 0 and 8 (2 changes); sil alternated between 2 and 3 (2 changes),141,91.225(d)(3),2006,Type certificated
AC-063357,,,C560,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,7,91.225(d)(2),1993,Type certificated
AC-B67B73,,,,adsb_icao,2,pass,10,2,9,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),45,no,2013,Type certificated
AC-B10278,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),124,91.225(d)(2),2015,Type certificated
AC-F2BD46,,,GLF5,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,56,91.225(d)(4),2008,Type certificated
AC-0C276A,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 5 snapshot(s), 89 s between sightings",,,A3,FL180 and above,,54,91.225(d)(4),2015,Type certificated
AC-48B75D,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,106,91.225(d)(4),2015,Type certificated
AC-D6AA62,,,B734,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,53,91.225(d)(1),1992,Type certificated
AC-CFF4AD,,,C208,adsb_icao,0,not evaluable,,,,,,,,,last position 59 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,7,91.225(d)(2),1995,Type certificated
AC-CE5B4B,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"10,000 ft to FL180",,74,91.225(d)(4),2015,Type certificated
AC-B47CE6,,,EC35,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s)",,,A7,"Below 10,000 ft",,36,no,2006,Type certificated
AC-8334D3,,,C172,adsb_icao,2,pass,9,1,9,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,33,91.225(d)(2),,Type certificated
AC-8319DE,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),49,91.225(d)(2),2016,Type certificated
AC-63A796,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: absent from 31 snapshot(s), 480 s between sightings",,,A1,"Below 10,000 ft",,209,91.225(d)(2),1977,Type certificated
AC-A5367E,,,GLF5,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,9,91.225(d)(4),2020,Type certificated
AC-E23DDE,,,C208,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 47 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 46 s between sightings",,,A1,"Below 10,000 ft",,112,91.225(d)(2),1995,Type certificated
AC-D527A2,,,C700,adsb_icao,2,pass,10,2,9,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A2,Surface,,239,91.225(d)(2),2023,Type certificated
AC-AA9554,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,73,91.225(d)(1),2000,Type certificated
AC-016101,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (4 changes),162,91.225(d)(1),2017,Type certificated
AC-7A44DB,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),119,91.225(d)(4),2017,Type certificated
AC-A5CEB7,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 53 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),48,91.225(d)(1),2000,Type certificated
AC-B8A253,,,B752,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 105 s between sightings",,,A4,FL180 and above,,131,91.225(d)(4),,Type certificated
AC-928287,,,CL35,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,Surface,,10,91.225(d)(2),2017,Type certificated
AC-A2E40B,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),135,91.225(d)(4),2022,Type certificated
AC-3695C9,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 21 snapshot(s), 330 s between sightings; dropout: absent from 9 snapshot(s), 150 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),100,91.225(d)(1),2008,Type certificated
AC-90B421,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 50 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 22 snapshot(s), 345 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (3 changes),68,91.225(d)(1),2009,Type certificated
AC-55A7EC,,,B739,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"Below 10,000 ft",,46,91.225(d)(2),2009,Type certificated
AC-4667DA,,,FBA2,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 26 s without a refresh, then reacquired (threshold 20 s)",,,A1,"Below 10,000 ft",,240,91.225(d)(2),2019,Type certificated
AC-FB4113,,,C172,adsr_icao,,pass,9,0,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 37 snapshot(s), 570 s between sightings",,,A1,"Below 10,000 ft",,63,91.225(d)(2),1976,Type certificated
AC-6BAF0C,,,S76,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 48 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 26 snapshot(s), 405 s between sightings",,,A7,"Below 10,000 ft",,186,91.225(d)(2),2005,Type certificated
AC-6C1A9C,,,GLF5,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,7,91.225(d)(4),2020,Type certificated
AC-669860,,,A320,adsb_icao,2,pass,10,2,8,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A3,Surface,,14,91.225(d)(1),2008,Type certificated
AC-31120B,,,B764,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 12 snapshot(s), 195 s between sightings",,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),110,91.225(d)(2),2002,Type certificated
AC-2954D0,,,S76,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 14 snapshot(s), 225 s between sightings; dropout: absent from 55 snapshot(s), 840 s between sightings; dropout: absent from 28 snapshot(s), 434 s between sightings",,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),122,91.225(d)(2),2013,Type certificated
AC-CE9C66,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 6 snapshot(s), 105 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),57,91.225(d)(1),2023,Type certificated
AC-A3CC08,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,40,91.225(d)(4),2006,Type certificated
AC-FBCBD9,,,FA50,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,"Below 10,000 ft",,29,91.225(d)(2),1985,Type certificated
