hex,flight,reg,type_code,report_type,version,verdict,nac_p,nac_v,nic,sda,sil,failed_paragraphs,emergency,continuity,track_end,altitude,category,altitude_band,unstable,polls_seen,rule_airspace,year_mfr,build_cert
AC-1D1076,,,GALX,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,55,91.225(d)(1),2008,Type certificated
AC-68D35D,,,F900,adsb_icao,2,pass,10,1,10,2,3,,,,,,A2,FL180 and above,,15,91.225(d)(4),1987,Type certificated
AC-DF71E0,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,13,91.225(d)(4),2021,Type certificated
AC-8C4569,,,BE35,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,36,no,1978,Type certificated
AC-A81037,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,45,91.225(d)(4),2020,Type certificated
AC-79DBE1,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,34,91.225(d)(4),2021,Type certificated
AC-950552,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,120,91.225(d)(4),2020,Type certificated
AC-47CC1E,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A3,FL180 and above,,159,91.225(d)(4),2005,Type certificated
AC-C090F8,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A1,"Below 10,000 ft",,116,no,2005,Type certificated
AC-487BC6,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (1 change),159,91.225(d)(4),2008,Type certificated
AC-7B16E3,,,B06,adsb_icao,2,pass,10,2,9,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,117,91.225(d)(2),1989,Type certificated
AC-4E2DCE,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A3,FL180 and above,,146,91.225(d)(4),2008,Type certificated
AC-06CB2A,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,53,91.225(d)(1),2015,Type certificated
AC-9A017F,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 6 snapshot(s), 104 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (2 changes),234,91.225(d)(4),2020,Type certificated
AC-5701E2,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,120,91.225(d)(4),2008,Type certificated
AC-86F1C8,,,CL30,adsb_icao,2,pass,11,1,8,2,3,,,,,,A2,FL180 and above,,60,91.225(d)(4),2012,Type certificated
AC-F73028,,,BE55,adsb_icao,2,pass,10,2,9,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,81,no,1967,Type certificated
AC-E42F25,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,24,91.225(d)(4),2008,Type certificated
AC-C8AF30,,,,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,5,91.225(d)(4),2026,Type certificated
AC-481396,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,94,91.225(d)(4),2022,Type certificated
AC-D71B58,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 47 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (1 change),67,91.225(d)(1),2008,Type certificated
AC-7FF973,,,C182,adsb_icao,2,pass,10,2,9,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,22,91.225(d)(2),2005,Type certificated
AC-306404,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,133,91.225(d)(4),2008,Type certificated
AC-6DE24A,,,M20T,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"10,000 ft to FL180",,96,91.225(d)(4),1998,Type certificated
AC-EBA4D8,,,P28A,adsb_icao,2,pass,10,2,9,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,60,91.225(d)(2),1979,Type certificated
AC-28FF6A,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,28,91.225(d)(4),2016,Type certificated
AC-F64C78,,,A21N,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 32 s without a refresh, then reacquired (threshold 20 s)",,,A3,Surface,,197,91.225(d)(1),2023,Type certificated
AC-0069A1,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,,last position 51 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,14,no,,Type certificated
AC-F73FDA,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 2 snapshot(s), 46 s between sightings; dropout: absent from 8 snapshot(s), 136 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),53,91.225(d)(1),2009,Type certificated
AC-C6A364,,,B06,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 5 snapshot(s), 90 s between sightings; dropout: absent from 19 snapshot(s), 301 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 11 snapshot(s), 180 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 21 snapshot(s), 330 s between sightings",,,A7,"Below 10,000 ft",nac_p alternated between 0 and 10 (4 changes); nic alternated between 4 and 9 (4 changes); sil alternated between 0 and 3 (10 changes),178,no,1991,Type certificated
AC-C5DF94,,,TBM9,adsb_icao,2,pass,9,2,9,2,3,,,"dropout: position went at least 31 s without a refresh, then reacquired (threshold 20 s)",,,A1,Surface,nic alternated between 0 and 9 (1 change),33,91.225(d)(2),2014,Type certificated
AC-763E36,,,B06,adsb_icao,2,pass,10,2,9,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",nic alternated between 0 and 9 (1 change),71,91.225(d)(1),1999,Type certificated
AC-96B1D2,,,A21N,adsb_icao,2,pass,9,2,8,2,3,,,,,,A3,"Below 10,000 ft",,74,91.225(d)(2),2024,Type certificated
AC-F61AE5,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,40,91.225(d)(4),2023,Type certificated
AC-99A475,,,,adsb_icao,2,pass,10,2,8,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,77,91.225(d)(2),,Type certificated
AC-3E89B4,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,"Below 10,000 ft",,19,91.225(d)(2),2008,Type certificated
AC-E0A143,,,GLF4,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 19 snapshot(s), 300 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),111,91.225(d)(2),,Type certificated
AC-2B8F22,,,CL35,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,25,91.225(d)(4),2018,Type certificated
AC-834B84,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,20,91.225(d)(4),2009,Type certificated
AC-C5C559,,,GLEX,adsb_icao,2,pass,10,2,8,2,3,,,,,,,Surface,,1,91.225(d)(2),2003,Type certificated
AC-C0971B,,,BE35,adsb_icao,2,pass,10,2,8,2,3,,,,,,A1,"10,000 ft to FL180",,135,91.225(d)(4),1976,Type certificated
AC-79A647,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),120,91.225(d)(1),2008,Type certificated
AC-82CEE0,,,GLF5,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 31 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings",last position 59 s old when last seen; not reacquired in the window,,A3,Surface,sil alternated between 2 and 3 (1 change),21,91.225(d)(2),1996,Type certificated
AC-422315,,,PC24,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,32,91.225(d)(4),2023,Type certificated
AC-EAB93E,,,C150,adsr_icao,,incomplete,,0,0,,,,,,last position 52 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,75,no,1968,Type certificated
AC-5A0846,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,71,91.225(d)(4),2008,Type certificated
AC-55D678,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,106,91.225(d)(4),2024,Type certificated
AC-9A0EA5,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,104,91.225(d)(4),2008,Type certificated
AC-0F6900,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,Surface,,5,91.225(d)(1),2008,Type certificated
AC-54223D,,,PC24,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,2,91.225(d)(4),,Type certificated
AC-F134E1,,,,adsb_icao,2,pass,10,2,9,2,3,,,,,,A6,"Below 10,000 ft",,63,91.225(d)(2),2025,Not type certificated (experimental)
AC-7E5A7D,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,17,91.225(d)(4),2024,Type certificated
AC-FFA042,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,90,91.225(d)(4),2024,Type certificated
AC-2656C6,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 195 snapshot(s), 2941 s between sightings; dropout: absent from 12 snapshot(s), 194 s between sightings",,,A3,"Below 10,000 ft",,33,91.225(d)(1),2008,Type certificated
AC-D9CF60,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 46 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 12 snapshot(s), 195 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),8,91.225(d)(1),2006,Type certificated
AC-02AF4E,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,56,91.225(d)(4),2006,Type certificated
AC-03DDEC,,,E75L,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,79,91.225(d)(1),2008,Type certificated
AC-129F93,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,63,91.225(d)(1),2024,Type certificated
AC-F91CE4,,,GLF6,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 8 snapshot(s), 135 s between sightings; dropout: absent from 80 snapshot(s), 1215 s between sightings",,,A3,FL180 and above,nac_v alternated between 0 and 2 (1 change); sil alternated between 2 and 3 (2 changes),150,91.225(d)(4),2021,Type certificated
AC-28B4A5,,,SR20,adsb_icao,2,pass,10,2,9,2,3,,,,last position 59 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,42,no,2025,Type certificated
AC-3CFA02,,,GLF5,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,73,91.225(d)(4),1999,Type certificated
AC-7908BF,,,E145,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,66,91.225(d)(4),1999,Type certificated
AC-5D2CDE,,,PA46,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,8,91.225(d)(1),2002,Type certificated
AC-F2E581,,,,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,40,91.225(d)(2),2026,Type certificated
AC-F8148A,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 4 snapshot(s), 76 s between sightings",last position 49 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,67,91.225(d)(1),1999,Type certificated
AC-BB6AB3,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,55,91.225(d)(4),2026,Type certificated
AC-A90760,,,B77W,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,"Below 10,000 ft",,67,91.225(d)(2),2017,Type certificated
AC-DFCCB1,,,B77W,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,67,91.225(d)(4),2018,Type certificated
AC-12DF6E,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,101,91.225(d)(4),2026,Type certificated
AC-66EFAB,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,103,91.225(d)(1),2026,Type certificated
AC-A45B69,,,E545,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"10,000 ft to FL180",,14,91.225(d)(2),2025,Type certificated
AC-0C4ED1,,,T6,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,89,91.225(d)(2),1956,Type certificated
AC-7759CE,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s)",,,A1,"Below 10,000 ft",sil alternated between 2 and 3 (3 changes),42,no,2008,Type certificated
AC-BE2872,,,B788,adsb_icao,2,pass,9,1,8,2,3,,,,,,A5,FL180 and above,,94,91.225(d)(4),2014,Type certificated
AC-13A791,,,S22T,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 52 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 59 snapshot(s), 901 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A1,"Below 10,000 ft",nac_p alternated between 0 and 10 (8 changes); nic alternated between 0 and 9 (6 changes); sil alternated between 2 and 3 (8 changes),178,no,2016,Type certificated
AC-D2A702,,,,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: absent from 26 snapshot(s), 405 s between sightings",last position 59 s old when last seen; not reacquired in the window,,A2,"10,000 ft to FL180",sil alternated between 2 and 3 (1 change),70,91.225(d)(4),2026,Type certificated
AC-986FAB,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 16 snapshot(s), 254 s between sightings",,,A3,Surface,,42,91.225(d)(1),2013,Type certificated
AC-B0D6D3,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 48 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 1 snapshot(s), 28 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 7 snapshot(s), 123 s between sightings",,,A2,FL180 and above,,170,91.225(d)(2),2024,Type certificated
AC-F7C890,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 7 snapshot(s), 121 s between sightings",,,A3,FL180 and above,,34,91.225(d)(4),2023,Type certificated
AC-8A4792,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 29 snapshot(s), 450 s between sightings; dropout: absent from 6 snapshot(s), 104 s between sightings",,,A3,"10,000 ft to FL180",,21,91.225(d)(1),2007,Type certificated
AC-3D313E,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,110,91.225(d)(4),2013,Type certificated
AC-CDDD18,,,G280,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A2,Surface,sil alternated between 2 and 3 (4 changes),44,91.225(d)(2),2020,Type certificated
AC-D5ED23,,,C25B,adsb_icao,2,pass,10,1,8,2,3,,,,last position 56 s old when last seen; not reacquired in the window,,A1,"10,000 ft to FL180",,124,91.225(d)(4),2007,Type certificated
AC-052825,,,A320,adsb_icao,2,pass,9,1,8,3,3,,,,,,A3,FL180 and above,,65,91.225(d)(4),2011,Type certificated
AC-5ECFEC,,,B752,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings",,,A4,FL180 and above,sil alternated between 2 and 3 (2 changes),88,91.225(d)(1),1998,Type certificated
AC-576A3D,,,PC24,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 115 snapshot(s), 1738 s between sightings",,,A2,"10,000 ft to FL180",,119,91.225(d)(4),2023,Type certificated
AC-7FE1A9,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 38 s without a refresh, then reacquired (threshold 20 s)",,,A3,FL180 and above,,84,91.225(d)(1),2013,Type certificated
AC-9EACC1,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 60 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 25 snapshot(s), 391 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 8 snapshot(s), 136 s between sightings",,,A3,Surface,sil alternated between 2 and 3 (4 changes),38,91.225(d)(1),2013,Type certificated
AC-075F47,,,FA50,adsb_icao,2,pass,10,1,8,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",nac_p alternated between 0 and 10 (1 change); nic alternated between 0 and 8 (1 change); sil alternated between 0 and 3 (1 change),51,91.225(d)(1),2000,Type certificated
AC-603D80,,,B789,adsb_icao,2,pass,9,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 23 snapshot(s), 360 s between sightings; dropout: absent from 18 snapshot(s), 285 s between sightings",,,A5,FL180 and above,nac_v alternated between 0 and 2 (2 changes); sil alternated between 2 and 3 (4 changes),109,91.225(d)(1),2020,Type certificated
AC-DAE8E1,,,C310,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,5,91.225(d)(2),1973,Type certificated
AC-DF7D0B,,,C25A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"10,000 ft to FL180",,62,91.225(d)(4),2002,Type certificated
AC-ADD993,,,C560,adsb_icao,2,incomplete,,2,9,,,,,,last position 58 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,2,91.225(d)(2),1990,Type certificated
AC-EF3FB5,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 60 s old when last seen; not reacquired in the window,,A3,FL180 and above,,165,91.225(d)(4),2013,Type certificated
AC-239FEA,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 7 snapshot(s), 120 s between sightings",,,A3,"10,000 ft to FL180",sil alternated between 2 and 3 (6 changes),63,91.225(d)(1),2021,Type certificated
AC-792591,,,A21N,adsb_icao,2,pass,10,2,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A3,Surface,,49,91.225(d)(1),2025,Type certificated
AC-939257,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,197,91.225(d)(4),2014,Type certificated
AC-A97191,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,59,91.225(d)(4),2021,Type certificated
AC-E413D2,,,P28A,adsb_icao,2,pass,9,1,9,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 58 snapshot(s), 885 s between sightings",,,A1,"Below 10,000 ft",nac_p alternated between 0 and 9 (1 change); nic alternated between 0 and 9 (1 change); sil alternated between 2 and 3 (1 change),149,91.225(d)(2),1978,Type certificated
AC-A6B954,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,24,91.225(d)(4),2021,Type certificated
AC-9CB351,,,A321,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,68,91.225(d)(4),2016,Type certificated
